"id";"choices";"label";"question";"init";"speech";"emotion";"edittext";"variable"
343;"373";"No";"I hope you can figure out what makes you sad soon so that you can deal with it faster and be happier sooner!";0;"I hope you can figure out what makes you sad soon so that you can deal with it faster and be happier sooner!";"HAPPY";0;""
344;"373";"Yes";"Can you try to distract yourself to help in cheering your mood up? Try doing some activities or try to talk to your friends or family.";0;"Can you try to distract yourself to help in cheering your mood up? Try doing some activities or try to talk to your friends or family.";"WORRIED";0;""
345;"346,347";"No";"Did something happen recently?";0;"Did something happen recently?";"WORRIED";0;""
346;"373";"Yes";"I hope it was not anything too serious. Things happen, some things are out of your control. I hope I can help in cheering you up.";0;"I hope it was not anything too serious. Things happen, some things are out of your control. I hope I can help in cheering you up.";"WORRIED";0;""
347;"348,349";"No";"Did something happen that involves your Family?";0;"Did something happen that involves your Family?";"WORRIED";0;""
348;"373";"Yes";"You might need to talk to them soon if there is something that is making you feel sad. Fixing this problem together as a family is important for you and for them";0;"You might need to talk to them soon if there is something that is making you feel sad. Fixing this problem together as a family is important for you and for them";"WORRIED";0;""
349;"350,351";"No";"Is it because your feeling lonely?";0;"Is it because your feeling lonely?";"WORRIED";0;""
350;"373";"Yes";"You can always contact them to make plans with. Company helps you feel better.";0;"You can always contact them to make plans with. Company helps you feel better.";"WORRIED";0;""
351;"373";"No";"Whatever it is, I hope you can overcome it. You were already sad the last time. I hope you can cheer up soon!";0;"Whatever it is, I hope you can overcome it. You were already sad the last time. I hope you can cheer up soon!";"WORRIED";0;""
352;"374";"Yes";"Whatever happened recently might've took a toll on you. You were angry last time and you burned yourself out with what happened. Please take it easy.";0;"Whatever happened recently might've took a toll on you. You were angry last time and you burned yourself out with what happened. Please take it easy.";"WORRIED";0;""
353;"354,355";"No";"Did something happen that involves your Family?";0;"Did something happen that involves your Family?";"HAPPY";0;""
354;"374";"Yes";"Coming from an angry feeling might've crashed on you when you had conflict with your family. First calm down then talk properly with them to fix the problem.";0;"Coming from an angry feeling might've crashed on you when you had conflict with your family. First calm down then talk properly with them to fix the problem.";"HAPPY";0;""
355;"356,357";"No";"Is it because your feeling lonely?";0;"Is it because your feeling lonely?";"WORRIED";0;""
356;"374";"Yes";"It's normal to feel lonely especially during and after feeling angry, because people tend to give you space to let you breathe. I hope you can calm down and cheer up for now.";0;"It's normal to feel lonely especially during and after feeling angry, because people tend to give you space to let you breathe. I hope you can calm down and cheer up for now.";"HAPPY";0;""
357;"374";"No";"Whatever it is, I hope you can overcome it. You were angry last time and that worries me. I hope you can cheer up soon!";0;"Whatever it is, I hope you can overcome it. You were angry last time and that worries me. I hope you can cheer up soon!";"HAPPY";0;""
358;"374";"Yes";"Try not to involve yourself with that person/them for a while, I hope everything between you two or them will get better soon. ";0;"Try not to involve yourself with that person/them for a while, I hope everything between you two or them will get better soon. ";"HAPPY";0;""
359;"360,361";"No";"Is it because you are frustrated about something?";0;"Is it because you are frustrated about something?";"HAPPY";0;""
360;"374";"Yes";"If you are frustrated about something try to think about something else first like doing something that makes you happy.  Hopefully that can help you forget about your frustration.";0;"If you are frustrated about something try to think about something else first like doing something that makes you happy.  Hopefully that can help you forget about your frustration.";"WORRIED";0;""
361;"374";"No";"I really hope you can calm down and take your mind out of it, and be happy again. Things happen!";0;"I really hope you can calm down and take your mind out of it, and be happy again. Things happen!";"WORRIED";0;""
362;"374";"Yes";"Okay, you shouldn't let it affect you that much. You were sad last time so being angry will not help you. Try to calm down and try to resolve this with that person.";0;"Okay, you shouldn't let it affect you that much. You were sad last time so being angry will not help you. Try to calm down and try to resolve this with that person.";"WORRIED";0;""
363;"364,365";"No";"Is it because you are frustrated about something?";0;"Is it because you are frustrated about something?";"HAPPY";0;""
364;"374";"Yes";"Frustration towards something is normal, but remember to let go of it soon because holding on to it for a long time will only hurt you.";0;"Frustration towards something is normal, but remember to let go of it soon because holding on to it for a long time will only hurt you.";"HAPPY";0;""
365;"374";"No";"Whatever it is, I really hope you can calm down and take your mind out of it. You were already sad last time, this might take a toll on you.";0;"Whatever it is, I really hope you can calm down and take your mind out of it. You were already sad last time, this might take a toll on you.";"HAPPY";0;""
366;"374";"Yes";"It takes time to let go of anger, I hope you can let go of your anger soon!";0;"It takes time to let go of anger, I hope you can let go of your anger soon!";"HAPPY";0;""
367;"368,369";"No";"Is it because someone made you angry?";0;"Is it because someone made you angry?";"WORRIED";0;""
368;"374";"Yes";"Don't let the anger get the best of you. You should calm down and distract yourself to let the anger leave your body.";0;"Don't let the anger get the best of you. You should calm down and distract yourself to let the anger leave your body.";"WORRIED";0;""
369;"370,371";"No";"Is it because you are frustrated about something?";0;"Is it because you are frustrated about something?";"WORRIED";0;""
370;"374";"Yes";"Being frustrated is normal, but please don't do anything rash because it might affect you and your surroundings negatively.";0;"Being frustrated is normal, but please don't do anything rash because it might affect you and your surroundings negatively.";"WORRIED";0;""
371;"374";"No";"Whatever it is, I really hope you can calm down and take your mind out of it. Being angry is unhealthy for your mind and body. ";0;"Whatever it is, I really hope you can calm down and take your mind out of it. Being angry is unhealthy for your mind and body. ";"WORRIED";0;""
372;"129";"Okay";"I'm glad that you are happy and I hope you continue being happy!";0;"I'm glad that you are happy and I hope you continue being happy!";"HAPPY";0;""
373;"129";"Okay";"I hope you can overcome your sadness! Remember to eat well and sleep properly It will help a lot!";0;"I hope you can overcome your sadness! Remember to eat well and sleep properly It will help a lot!";"HAPPY";0;""
374;"129";"Okay";"I hope you can overcome your anger annd calm down eventually. It can negatively affect your health if you remain angry.";0;"I hope you can overcome your anger annd calm down eventually. It can negatively affect your health if you remain angry.";"WORRIED";0;""
375;"376,377";"Okay";"You will be trying to guess famous landmarks back in the day.";0;"You will be trying to guess famous landmarks back in the day.";"HAPPY";0;""
376;"378";"I understand.";"Okay then let's begin, <name>.";0;"Okay then let's begin, <name>.";"HAPPY";0;"<Name>"
377;"129";"Actually Cate, nevermind.";"Ohh okay, that's fine!";0;"Ohh okay, that's fine!";"HAPPY";0;""
378;"379,380";"Let's go, Cate!";"What is this place?";0;"What is this place? Is it the Malah can yang palace or the Coconut palace?";"HAPPY";0;"<malacanang>"
379;"381";"Malacanang Palace";"Very good! It is the Malacanang Palace! The house of the president.";0;"Very good! It is the Malacanang Palace! The house of the president.";"HAPPY";0;""
380;"381";"Coconut Palace!";"Not quite, It is the Malacanang Palace! The house of the president.";0;"Not quite, It is the Malacanang Palace! The house of the president.";"HAPPY";0;""
381;"382,383,384";"Next picture, Cate!";"Here you go! Guess which place this is!";0;"Here you go! Guess which place this is! Is it the Tutuban Station, Aduana, or the Manila City Hall?";"HAPPY";0;"<1901ManilaCityHall>"
382;"385";"Tutuban Station";"Nope, that's the Manila city hall way back in 1901!";0;"Nope, that's the Manila city hall way back in 1901!";"HAPPY";0;""
383;"385";"Aduana";"Nope, that's the Manila city hall way back in 1901!";0;"Nope, that's the Manila city hall way back in 1901!";"HAPPY";0;""
384;"385";"Manila City Hall";"You got it right, <name>. This was way back in 1901, what a simpler time!";0;"You got it right, <name>. This was way back in 1901, what a simpler time!";"HAPPY";0;"<Name>"
385;"386,387";"Give me the next picture, Cate!";"Here you go!";0;"Here you go! Is this the Ynares Sport Stadium or the Araneta Sport Stadium?";"HAPPY";0;"<Araneta>"
386;"388";"Ynares Sport Stadium";"Nope, this is Araneta coliseum when it was still being built!";0;"Nope, this is Araneta coliseum when it was still being built!";"HAPPY";0;""
387;"388";"Araneta Coliseum";"You got it! This was taken when it was still being built!";0;"You got it! This was taken when it was still being built!";"HAPPY";0;""
388;"389,390,391";"Okay. Next picture please!";"Can you guess this place?";0;"Can you guess this place? Is this Baluarte De San Diego, Luneta, or Roxas Boulevard?";"HAPPY";0;"<Luneta>"
389;"392";"Baluarte de San Diego";"Not Baluarte! It is Luneta park!";0;"Not Bal war tey! It is Luneta park!";"HAPPY";0;""
390;"392";"Luneta";"You got it, it is Luneta!";0;"You got it, it is Luneta!";"HAPPY";0;""
391;"392";"Roxas Boulevard";"Not Roxas Boulevard, it's Luneta park!";0;"Not Roxas Boulevard, it's Luneta park!";"HAPPY";0;""
392;"393,394,395";"What a landmark! Next picture!";"Last one.";0;"Last one. Is this the Malate Church, Santa Ana Church, or Manila Cathedral?";"HAPPY";0;"<ManilaCathedral>"
393;"529,530";"Malate church";"No that is the Manila Cathedral! So Beautiful!";0;"No that is the Manila Cathedral! So Beautiful!";"HAPPY";0;""
394;"529,530";"Sta. Ana church";"No that is the Manila Cathedral! So Beautiful!";0;"No that is the Manila Cathedral! So Beautiful!";"HAPPY";0;""
395;"529,530";"Manila Catherdral";"Yes! That is the Manila Cathedral! So Beautiful!";0;"Yes! That is the Manila Cathedral! So Beautiful!";"HAPPY";0;""
396;"397";"I agree!";"Well that it's for guessing the landmarks! Thank you for playing with me!";0;"Well that it's for guessing the landmarks! Thank you for playing with me!";"HAPPY";0;""
397;"129";"Thank you too, Cate!";"You are welcome!";0;"You are welcome!";"HAPPY";0;""
398;"587,589";"Trivia Game";"Okay, let's start the Trivia Game!";0;"Okay, let's start the Trivia Game!";"HAPPY";0;""
399;"375";"Picture Game";"Okay, you chose the Picture Game.";0;"Okay, you chose the Picture Game.";"HAPPY";0;""
400;"401,402";"Yes";"Do you like watching TV?";0;"Do you like watching TV?";"HAPPY";0;""
401;"403,404";"Yes, I like watching TV";"Why do you like watching TV?";0;"Why do you like watching TV?";"HAPPY";0;""
402;"129";"Sorry Cate, but I don't";"Don't be sorry. Watching TV is sometimes bad for the health";0;"Don't be sorry. Watching TV is sometimes bad for the health";"HAPPY";0;""
403;"405";"For entertainment";"That's good! Watching something entertaining can lighten up your mood.";0;"That's good! Watching something entertaining can lighten up your mood.";"HAPPY";0;""
404;"416,417";"For information";"Oh. I'm guessing you're very updated in what is happening in the Phillipines.";0;"Oh. I'm guessing you're very updated in what is happening in the Phillipines.";"HAPPY";0;""
405;"406,407";"Okay";"What kind of entertainment do you mostly watch?";0;"What kind of entertainment do you mostly watch?";"HAPPY";0;""
406;"408";"Sports";"That's cool! I love watching sports too! Volleyball is my favorite sport.";0;"That's cool! I love watching sports too! Volleyball is my favorite sport.";"HAPPY";0;""
407;"408";"TV Series";"That's great! I love watching TV series filled with drama";0;"That's great! I love watching TV series filled with drama";"HAPPY";0;""
408;"409,410,411";"That's good to know, Cate.";"Thanks! Anyway, what's your favorite TV channel?";0;"Thanks! Anyway, what's your favorite TV channel?";"HAPPY";0;""
409;"412";"ABS-CBN";"That's one of the most popular TV channels in the Philippines right now.";0;"That's one of the most popular TV channels in the Philippines right now.";"HAPPY";0;""
410;"412";"GMA";"That's one of the most popular TV channels in the Philippines right now.";0;"That's one of the most popular TV channels in the Philippines right now.";"HAPPY";0;""
411;"412";"TV5";"That's one of the most popular TV channels in the Philippines right now.";0;"That's one of the most popular TV channels in the Philippines right now.";"HAPPY";0;""
412;"413,414,415";"Yes it is, Cate.";"How many hours a day do you watch TV?";0;"How many hours a day do you watch TV?";"HAPPY";0;""
413;"129";"1 hour at most";"Awesome! Watching TV for less than 2-3 hours can be good for your health.";0;"Awesome! Watching TV for less than 2-3 hours can be good for your health.";"HAPPY";0;""
414;"129";"2-3 hours";"Watching TV for 2 to 3 hours is okay, but watching more can be detrimental to your health.";0;"Watching TV for 2 to 3 hours is okay, but watching more can be detrimental to your health.";"HAPPY";0;""
415;"129";"4+ hours";"Please try to lessen your time in watching TV. It can be harmful to your health.";0;"Please try to lessen your time in watching TV. It can be harmful to your health.";"HAPPY";0;""
416;"418";"News";"It's good that you're updated with what's happening in the Phillipines.";0;"It's good that you're updated with what's happening in the Phillipines.";"HAPPY";0;""
417;"418";"TV Series";"Informative series are great for learning more about whatever you're watching.";0;"Informative series are great for learning more about whatever you're watching.";"HAPPY";0;""
418;"409,410,411";"Thanks Cate";"You're welcome! Anyway, what's your favorite TV channel?";0;"You're welcome! Anyway, what's your favorite TV channel?";"HAPPY";0;""
419;"420,421";"Yes";"Do you own a pet?";0;"Do you own a pet?";"HAPPY";0;""
420;"437,438,439";"Yes, I have a pet";"What kind of pet do you have?";0;"What kind of pet do you have?";"HAPPY";0;""
421;"422,423";"No, I don't have any";"Have you ever wanted to own a pet?";0;"Have you ever wanted to own a pet?";"HAPPY";0;""
422;"424";"Yes, I do";"That's great! Pets are good companions for everyone.";0;"That's great! Pets are good companions for everyone.";"HAPPY";0;""
423;"129";"No, I don't";"That's okay. Pets are not for everyone anyway.";0;"That's okay. Pets are not for everyone anyway.";"HAPPY";0;""
424;"425,426,427";"I agree";"If you had a pet, what would you want?";0;"If you had a pet, what would you want?";"HAPPY";0;""
425;"428";"A Cat";"Cats are good pets because they have good hygiene and clean themselves.";0;"Cats are good pets because they have good hygiene and clean themselves.";"HAPPY";0;""
426;"429";"A Dog";"Dogs are my favorite! They can always make their owners happy.";0;"Dogs are my favorite! They can always make their owners happy.";"HAPPY";0;""
427;"430";"A Fish";"Fishes are very low maintenance pets.";0;"Fishes are very low maintenance pets.";"HAPPY";0;""
428;"431";"That's good to know.";"Cats are usually lazy, so they won't disturb you.";0;"Cats are usually lazy, so they won't disturb you.";"HAPPY";0;""
429;"432";"I didn't know dogs were your favorite animals";"They are! Dogs are very energetic and will show you how much they love you.";0;"They are! Dogs are very energetic and will show you how much they love you.";"HAPPY";0;""
430;"433";"Why are they low maintenance?";"The only thing you need to do is clean their tank or bowl.";0;"The only thing you need to do is clean their tank or bowl.";"HAPPY";0;""
431;"434";"Oh okay.";"They also love their owners and show it a lot.";0;"They also love their owners and show it a lot.";"HAPPY";0;""
432;"434";"Oh that's nice to hear";"It's kind of hard to groom them though, so it might take a bit of effort";0;"It's kind of hard to groom them though, so it might take a bit of effort";"HAPPY";0;""
433;"434";"Oh okay.";"Feeding them is also easy. Just pour the food into the fish tank";0;"Feeding them is also easy. Just pour the food into the fish tank";"HAPPY";0;""
434;"435";"Thanks for the information, Cate.";"No problem. What would you name your pet if you had one?";0;"No problem. What would you name your pet if you had one?";"HAPPY";1;"<PetName>"
435;"436";"Done";"<PetName> is a good name for a pet!";0;"<PetName> is a good name for a pet!";"HAPPY";0;"<PetName>"
436;"129";"Thanks, I think it's a good name too";"You should definitely name your pet <PetName>";0;"You should definitely name your pet <PetName>";"HAPPY";0;"<PetName>"
437;"440";"A Cat";"Cats are really good indoor pets. What is your cats name?";0;"Cats are really good indoor pets. What is your cats name?";"HAPPY";1;"<PetName2>"
438;"441";"A Dog";"Oh I love dogs! They are my favorite pets! What is your dog's name?";0;"Oh I love dogs! They are my favorite pets! What is your dog's name?";"HAPPY";1;"<PetName2>"
439;"442";"A Fish";"Fish are very easy pets to maintain. Whati s your fish's name?";0;"Fish are very easy pets to maintain. Whati s your fish's name?";"HAPPY";1;"<PetName2>"
440;"443";"Done";"<PetName2> is a very nice name for a cat!";0;"<PetName2> is a very nice name for a cat!";"HAPPY";0;"<PetName2>"
441;"443";"Done";"<PetName2> is a very nice name for a dog!";0;"<PetName2> is a very nice name for a dog!";"HAPPY";0;"<PetName2>"
442;"443";"Done";"<PetName2> is a very nice name for a fish!";0;"<PetName2> is a very nice name for a fish!";"HAPPY";0;"<PetName2>"
443;"444,445";"I think so too.";"What do you think of <PetName2>?";0;"What do you think of <PetName2>?";"HAPPY";0;"<PetName2>"
444;"446";"I love him/her so much";"That's so sweet! I'm betting that he or she is a very good companion to you";0;"That's so sweet! I'm betting that he or she is a very good companion to you";"HAPPY";0;""
445;"447";"He/she is very great company";"That's good to hear! Keep interacting with him or her so that you always feel happy!";0;"That's good to hear! Keep interacting with him or her so that you always feel happy!";"HAPPY";0;""
446;"448,449,450";"Yes, he/she is";"Awesome! Who gave them to you?";0;"Awesome! Who gave them to you?";"HAPPY";0;""
447;"448,449,450";"Thanks for the advice, Cate.";"No problem. Who gave them to you?";0;"No problem. Who gave them to you?";"HAPPY";0;""
448;"451";"Friends";"That is sweet of them! Thank them for giving you such a blessing!";0;"That is sweet of them! Thank them for giving you such a blessing!";"HAPPY";0;""
449;"451";"Family";"That is sweet of them! Thank them for giving you such a blessing!";0;"That is sweet of them! Thank them for giving you such a blessing!";"HAPPY";0;""
450;"129";"I bought him/her myself";"That's nice. I'm pretty sure that having a pet is such a blessing";0;"That's nice. I'm pretty sure that having a pet is such a blessing";"HAPPY";0;""
451;"452,453";"I will thank them";"Would you like to call them right now?";0;"Would you like to call them right now?";"HAPPY";0;""
452;"454";"Make a call";"Choose a number to call.";0;"Choose a number to call.";"HAPPY";0;""
453;"129";"I will just thank them in person.";"Okay! Keep on having fun with <PetName2>!";0;"Okay! Keep on having fun with <PetName2>!";"HAPPY";0;"<PetName2>"
454;"455,456";"Next";"Did you enjoy the call, <Name>?";0;"Did you enjoy the call, <Name>?";"HAPPY";0;"<Name>"
455;"129";"Yes, I got to thank them for the pet";"Good! Be sure to keep interacting with them as well.";0;"Good! Be sure to keep interacting with them as well.";"HAPPY";0;""
456;"457,458";"No";"Why not?";0;"Why not?";"WORRIED";0;""
457;"129";"They did not pick up";"Maybe they were just busy. Try calling them again later.";0;"Maybe they were just busy. Try calling them again later.";"WORRIED";0;""
458;"129";"They told me that they were busy";"If they were busy, then you can just call them later.";0;"If they were busy, then you can just call them later.";"WORRIED";0;""
459;"460,461";"Reading";"Do you like reading?";0;"Do you like reading?";"HAPPY";0;""
460;"462";"Yes, I like reading";"That's awesome! Reading is healthy because it exercises your mind";0;"That's awesome! Reading is healthy because it exercises your mind";"HAPPY";0;""
461;"129";"No, I don't";"You should try reading.It will be both fun and helpful for you.";0;"You should try reading.It will be both fun and helpful for you.";"HAPPY";0;""
462;"463,464,465";"It does?";"Yeah! It helps with strengthening memory. What do you usually read?";0;"Yeah! It helps with strengthening memory. What do you usually read?";"HAPPY";0;""
463;"466";"Books";"Books are great! My favorite book is Frankenstein. What's yours?";0;"Books are great! My favorite book is Frankenstein. What's yours?";"HAPPY";1;"<FavoriteBook>"
464;"476,477";"Magazines";"What kind of magazines do you usually read?";0;"What kind of magazines do you usually read?";"HAPPY";0;""
465;"488,489";"Newspapers";"What newspaper do you mostly read?";0;"What newspaper do you mostly read?";"HAPPY";0;""
466;"467,468";"Done";"I have not heard of that book yet. Is it fact or fiction?";0;"I have not heard of that book yet. Is it fact or fiction?";"HAPPY";0;""
467;"469,470,471";"Non-fiction";"So its based on real life events! Well, sort of. What genre does this book fall under?";0;"So its based on real life events! Well, sort of. What genre does this book fall under?";"HAPPY";0;""
468;"473,474,475";"Fiction";"Most things in fiction books are not real. What genre does this book fall under?";0;"Most things in fiction books are not real. What genre does this book fall under?";"HAPPY";0;""
469;"472";"Biography";"Oh, so you like books that cover the author's life, past, or event?";0;"Oh, so you like books that cover the author's life, past, or event?";"HAPPY";0;""
470;"472";"Textbook";"So you get to learn details of a certain subject right?";0;"So you get to learn details of a certain subject right?";"HAPPY";0;""
471;"472";"Essay";"That's great! Essays show the opinion of the author and you get to learn from that!";0;"That's great! Essays show the opinion of the author and you get to learn from that!";"HAPPY";0;""
472;"129";"Yes, Cate";"That's very good! Keep on reading <FavoriteBook> and other books! It can help improve your mind and health!";0;"That's very good! Keep on reading <FavoriteBook> and other books! It can help improve your mind and health!";"HAPPY";0;"<FavoriteBook>"
473;"472";"Science fiction";"Oh, so you like reading about potential futuristic technology and how it will affect us?";0;"Oh, so you like reading about potential futuristic technology and how it will affect us?";"HAPPY";0;""
474;"472";"Mystery";"Mystery books are nice. They help with exercising your mind right?";0;"Mystery books are nice. They help with exercising your mind right?";"HAPPY";0;""
475;"472";"Comedy";"This is my favorite genre because humor books make me laugh! Does it make you laugh as well?";0;"This is my favorite genre because humor books make me laugh! Does it make you laugh as well?";"HAPPY";0;""
476;"478,479";"Sports";"Do the sports magazines you read cover all sports or just one?";0;"Do the sports magazines you read cover all sports or just one?";"HAPPY";0;""
477;"485,486,487";"Lifestyle";"What kind of lifestyle magazines do you read?";0;"What kind of lifestyle magazines do you read?";"HAPPY";0;""
478;"480";"All sports";"Cool! I'm guessing that you are up-to-date with almost all kinds of sports because of the magazines";0;"Cool! I'm guessing that you are up-to-date with almost all kinds of sports because of the magazines";"HAPPY";0;""
479;"482,483,484";"Just one";"Which sport does it cover?";0;"Which sport does it cover?";"HAPPY";0;""
480;"481";"Yes";"That's good to know. Oh, I forgot to ask. What is your favorite magazine?";0;"That's good to know. Oh, I forgot to ask. What is your favorite magazine?";"HAPPY";1;"<FavoriteMagazine>"
481;"129";"Done";"Great! Keep reading <FavoriteMagazine> to know what's up with the sport that you follow the most!";0;"Great! Keep reading <FavoriteMagazine> to know what's up with the sport that you follow the most!";"HAPPY";0;"<FavoriteMagazine>"
482;"480";"Basketball";"Basketball is my favorite sport! Are you updated with basketball news?";0;"Basketball is my favorite sport! Are you updated with basketball news?";"HAPPY";0;""
483;"480";"Volleyball";"It's fun watching volleyball. Are you updated with volleyball?";0;"It's fun watching volleyball. Are you updated with volleyball?";"HAPPY";0;""
484;"480";"Boxing";"Boxing is a very fun sport to watch. Are you updated with boxing?";0;"Boxing is a very fun sport to watch. Are you updated with boxing?";"HAPPY";0;""
485;"480";"Fitness";"Oh, so you read fitness magazines to keep up with the health trends?";0;"Oh, so you read fitness magazines to keep up with the health trends?";"HAPPY";0;""
486;"480";"Fashion";"Do you read fashion magazines to know what people wear right now?";0;"Do you read fashion magazines to know what people wear right now?";"HAPPY";0;""
487;"480";"Culture";"Do you read culture magazines to find out how our culture has changed over time?";0;"Do you read culture magazines to find out how our culture has changed over time?";"HAPPY";0;""
488;"490";"Manila Bulletin";"Why do you read the Manila Bulletin?";0;"Why do you read the Manila Bulletin?";"HAPPY";0;""
489;"490";"The Philippine Star";"Why do you read the Phillipine Star?";0;"Why do you read the Phillipine Star?";"HAPPY";0;""
490;"492";"To find out whats happening in the Phillipines";"It's great to be updated with what is happening in our country.";0;"It's great to be updated with what is happening in our country.";"HAPPY";0;""
491;"492";"To find out general information about everything";"It's good to be updated about the events in the world.";0;"It's good to be updated about the events in the world.";"HAPPY";0;""
492;"129";"Thanks, Cate.";"It's also good to read the newspaper because it is said to help with memory loss";0;"It's also good to read the newspaper because it is said to help with memory loss";"HAPPY";0;""
493;"494,495";"Yes";"Do you use social media?";0;"Do you use social media?";"HAPPY";0;""
494;"129";"No";"Oh, that's okay. Social media isn't really a necessity";0;"Oh, that's okay. Social media isn't really a necessity";"HAPPY";0;""
495;"496,497";"Yes";"What social media platform do you use?";0;"What social media platform do you use?";"HAPPY";0;""
496;"498,499";"Facebook";"What do you mostly do on Facebook?";0;"What do you mostly do on Facebook?";"HAPPY";0;""
497;"498,499";"Twitter";"What do you mostly do on Twitter?";0;"What do you mostly do on Twitter?";"HAPPY";0;""
498;"500,501";"Interact with people";"It's good that you can find other ways to interact with people. Who do you interact with?";0;"It's good that you can find other ways to interact with people. Who do you interact with?";"HAPPY";0;""
499;"512";"Check for recent news and events";"Which do you prefer, reading news from online articles, or from newspapers?";0;"Which do you prefer, reading news from online articles, or from newspapers?";"HAPPY";0;""
500;"502,503";"Friends";"That's great to hear! How often do you talk to them?";0;"That's great to hear! How often do you talk to them?";"HAPPY";0;""
501;"502,503";"Family";"That's great to hear! How often do you talk to them?";0;"That's great to hear! How often do you talk to them?";"HAPPY";0;""
502;"504";"I talk to them often";"It's awesome that you talk to them a lot! You must really love them";0;"It's awesome that you talk to them a lot! You must really love them";"HAPPY";0;""
503;"504";"I seldomly talk to them";"Well, you should talk to them often! I'm pretty sure you miss them already";0;"Well, you should talk to them often! I'm pretty sure you miss them already";"HAPPY";0;""
504;"506,507";"Yes, I do.";"That's really sweet of you. Are you seeing them anytime soon?";0;"That's really sweet of you. Are you seeing them anytime soon?";"HAPPY";0;""
505;"506,507";"I do miss them.";"Are you seeing them anytime soon?";0;"Are you seeing them anytime soon?";"WORRIED";0;""
506;"508,511";"Yes";"Awesome! Do you want me to set a reminder?";0;"Aww, what about your family made you sad?";"HAPPY";0;""
507;"129";"No";"Maybe it's because they're just busy. Continue contacting them and hopefully they respond.";0;"Maybe it's because they're just busy. Continue contacting them and hopefully they respond.";"HAPPY";0;""
508;"509";"Yes, set a reminder";"Let's set the reminder.";0;"Let's set the reminder.";"HAPPY";0;""
509;"510";"Okay";"I have set the reminder";0;"I have set the reminder";"HAPPY";0;""
510;"129";"Thank you, Cate";"You're very much welcome!";0;"You're very much welcome!";"HAPPY";0;""
511;"129";"Maybe later, Cate";"Okay. Just remember to see them on the date that you agreed upon";0;"Okay. Just remember to see them on the date that you agreed upon";"HAPPY";0;""
512;"514";"Online articles";"Oh okay. I guess online articles are way easier to access";0;"Oh okay. I guess online articles are way easier to access";"HAPPY";0;""
513;"515";"Newspapers";"Usually, information comes off as more complete in newspapers";0;"Usually, information comes off as more complete in newspapers";"HAPPY";0;""
514;"516,517";"Yeah, they are.";"What are the news that you usually see in social media?";0;"What are the news that you usually see in social media?";"HAPPY";0;""
515;"516,517";"That's true";"What are the news that you usually see in social media?";0;"What are the news that you usually see in social media?";"HAPPY";0;""
516;"518";"News about the Philippines";"It's good to know what is happening in the Phillipines right now.";0;"It's good to know what is happening in the Phillipines right now.";"HAPPY";0;""
517;"518";"General news like sports, celebrities, etc.";"It's good to update yourself with what's happening around you.";0;"It's good to update yourself with what's happening around you.";"HAPPY";0;""
518;"129";"Thanks, Cate.";"Just remember to not use too much social media because it can be bad for your health.";0;"Just remember to not use too much social media because it can be bad for your health.";"HAPPY";0;""
519;"520,521";"Next";"Hi there <Name>, would you like to see pictures of cats or dogs?";0;"Hi there <Name>, would you like to see pictures of cats or dogs?";"HAPPY";0;"<Name>"
520;"522,523";"Yes! I would love to.";"Nice, would you like to look at cat or dog pictures?";0;"Nice, would you like to look at cat or dog pictures?";"HAPPY";0;""
521;"129";"I'll pass for now, Cate.";"Alright. Let's talk again soon!";0;"Alright. Let's talk again soon!";"HAPPY";0;""
522;"524";"Cat Pictures";"Okay, I'll be showing you Cat pictures now";0;"Okay, I'll be showing you Cat pictures now";"HAPPY";0;""
523;"525";"Dog Pictures.";"Okay, I'll be showing you Dog pictures now";0;"Okay, I'll be showing you Dog pictures now";"HAPPY";0;""
524;"526";"Show me another picture, Cate!";"Here you go!";0;"Here you go!";"HAPPY";0;""
525;"527";"Show me another picture, Cate!";"Here you go!";0;"Here you go!";"HAPPY";0;""
526;"526,528";"Show me another picture, Cate!";"Here's the next one";0;"Here's the next one";"HAPPY";0;""
527;"527,528";"Show me another picture, Cate!";"Here's the next one";0;"Here's the next one";"HAPPY";0;""
528;"129";"Okay";"It was a great time showing you these pictures <Name>! See you soon.";0;"It was a great time showing you these pictures <Name>! See you soon.";"HAPPY";0;"<Name>"
529;"532,531";"I agree,  it is beautiful.";"Right? Okay are you ready for the next picture?";0;"Right? Okay are you ready for the next picture?";"HAPPY";0;""
530;"532,531";"It is okay.";"I really think it is beautiful. Okay are you ready for the next picture?";0;"I really think it is beautiful. Okay are you ready for the next picture?";"HAPPY";0;""
531;"129";"No, can I exit the picture game?";"Oh okay, <Name>, Thank you for playing with me!";0;"Oh okay, <Name>, Thank you for playing with me!";"HAPPY";0;"<Name>"
532;"533,534,535";"Give me the next question!";"Okay, Guess which rotonda this is! ";0;"Okay, Guess which rotonda this is! Is it, Monumento Circle?, Quezon Circle? or Anda Circle?";"HAPPY";0;""
533;"536";"Monumento Circle";"You are correct <Name>! It is Monumento Cirlce!";0;"You are correct <Name>! It is Monumento Cirlce!";"HAPPY";0;"<Name>"
534;"536";"Quezon Circle";"It is not Quezon circle, It is the Monumento Circle";0;"It is not Quezon circle, It is the Monumento Circle";"HAPPY";0;""
535;"536";"Anda Circle";"It is not Anda circle, It is the Monumento Circle";0;"It is not Anda circle, It is the Monumento Circle";"HAPPY";0;""
